1,0,1,0,0,1667,4,49,1,0,1,0,1,0,0,1,1,0
1,1,1,1,0,827,855,5,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,192,747,2,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,547,639,2,1,0,1,0,1,0,0,0,1,1
1,0,1,0,0,750377,117,1834,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,289706,1600,2308,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,7076542,38,1723,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,24,0,0,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,2089,3346,39,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,32,0,0,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,28833,27,707,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,259772,677,3208,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,1908966,1844,6725,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,252846,577,1021,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,5229,586,18,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
1,0,1,1,1,2297,294,6,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,6,31,0,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,36844,378,265,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,4,0,0,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,7838054,3065,1605,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,12214,1145,431,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,169038,117,474,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,585,970,6,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,5219,4,71,1,0,1,0,1,0,0,0,1,0
1,0,1,0,0,136,139,7,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,251397,991,784,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,7564,471,7,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,722,610,8,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,64,153,0,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,3,0,0,1,0,1,0,1,0,0,1,1,0
1,1,1,1,0,266,247,5,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,110331,1324,2319,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,391,334,12,1,0,1,0,1,0,0,1,1,1
1,0,1,0,1,271,517,2,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,155575,1031,363,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,12,11,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,0,32206312,1828,50431,1,0,1,1,1,0,0,1,1,0
1,0,1,1,0,1312,1151,4,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,180,553,0,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,338,781,4,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,90,228,3,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,106,0,4,1,0,1,0,1,0,0,1,1,0
1,0,1,1,0,1414108,879,712,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,1521790,673,2941,1,0,1,1,1,0,0,1,1,1
1,0,1,0,1,24,1432,2,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,106548,306,757,1,0,1,0,1,0,0,1,1,1
1,1,1,0,0,316,412,1,1,0,1,0,1,0,0,1,1,0
1,0,1,1,0,162589,5493,482,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,902,0,3,1,0,1,0,1,0,0,1,1,0
1,1,1,1,0,181414,858,512,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,22,259,0,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,61,22,0,1,0,1,0,1,0,0,1,1,0
1,0,1,1,0,1455539,947,8564,1,0,1,1,1,0,0,1,1,0
1,1,1,0,0,203,7,12,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,197,667,1,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,2,0,0,1,0,1,0,1,0,0,1,1,0
1,0,1,1,0,1498,196,11,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,69,123,0,1,0,1,0,1,0,0,0,1,1
1,0,1,0,0,8030,3557,304,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,15,0,1,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,24,56,0,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,16,116,0,1,0,1,0,1,0,0,0,1,1
1,0,1,0,0,17,0,1,1,0,1,0,1,0,0,1,1,0
1,0,1,1,0,13945,2072,818,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,23013,3187,684,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,7,26,1,1,0,1,0,1,0,0,1,1,0
1,1,1,0,0,4444,566,2,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,1076,191,6,1,0,1,0,1,0,0,1,1,0
1,0,1,1,0,35,4,15,1,0,1,0,1,0,0,0,1,0
1,0,1,0,0,9,378,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,0,83945,3007,4223,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,47,167,0,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,0,20,46,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,0,54,48,0,1,0,1,0,1,0,0,0,1,1
1,0,1,0,0,67600,0,0,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,13748,1528,226,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,114,1186,0,1,0,1,0,1,0,0,1,1,1
1,1,1,0,0,1133,2282,3,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,399,5001,5,1,0,1,0,1,0,0,1,1,0
1,0,1,1,0,4770875,2779,3480,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,103860,586,1478,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,170,1052,6,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,694773,186,189,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,25,44,21,1,0,1,0,1,0,0,1,1,0
1,0,1,0,0,30,133,0,1,0,1,0,1,0,0,0,1,1
1,0,1,0,0,400,185,0,1,0,1,0,1,0,0,1,1,0
1,0,1,1,0,4359279,920,9075,1,0,1,1,1,0,0,1,1,1
1,0,1,0,0,450,842,22,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,112762,302,134,1,0,1,0,1,0,0,1,1,1
1,0,1,1,0,33973,408,910,1,0,1,1,1,0,0,1,1,1
1,0,1,1,0,4536119,1,7616,1,0,1,1,1,0,0,1,1,1
1,1,1,1,0,2090436,14849,18244,1,0,1,1,1,0,0,1,1,0
